Month,Season,Product type,Price,Availability,Number of products sold,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Location,Seasonal_Factor,Correct_Revenue
12,Festive,skincare,114.68,38,1387,Male,413,17,256,7,23.9,1478,8,88.38,Fail,0.05,Road,Route A,171.11,Hyderabad,1.3,206779.51
2,Winter,skincare,44.27,35,1505,Non-binary,101,18,155,2,9.16,1198,33,95.43,Pass,0.028,Air,Route C,104.76,Hyderabad,0.9,59963.72
10,Festive,haircare,100.94,75,213,Non-binary,341,16,91,13,3.27,560,39,30.62,Pass,0.121,Sea,Route A,137.05,Bangalore,1.3,27950.29
9,Rainy,haircare,146.29,87,1740,Female,393,11,11,13,10.8,680,22,49.63,Pass,0.178,Rail,Route C,191.85,Hyderabad,0.95,241817.37
10,Festive,skincare,48.81,97,704,Non-binary,479,3,257,2,15.69,845,23,96.7,Pending,0.111,Air,Route A,160.82,Bangalore,1.3,44670.91
7,Rainy,skincare,132.35,49,1724,Non-binary,136,10,56,3,9.96,1016,25,51.65,Pending,0.186,Rail,Route C,92.78,Bangalore,0.95,216762.83
4,Summer,haircare,114.31,26,542,Non-binary,186,18,88,6,3.97,259,20,81.41,Pass,0.142,Sea,Route B,67.48,Kolkata,1.1,68151.62
3,Summer,haircare,122.88,31,1286,Non-binary,261,16,133,11,14.16,558,10,80.11,Fail,0.079,Road,Route C,79.84,Hyderabad,1.1,173826.05
10,Festive,haircare,63.83,43,137,Female,297,9,91,11,7.39,219,30,45.93,Pending,0.136,Air,Route C,243.32,Hyderabad,1.3,11368.12
3,Summer,skincare,64.55,41,191,Non-binary,361,1,286,3,19.01,1068,5,96.57,Fail,0.208,Air,Route B,69.66,Chennai,1.1,13561.96
9,Rainy,skincare,138.72,66,730,Non-binary,445,11,41,11,4.96,850,22,69.4,Pending,0.043,Air,Route B,125.91,Chennai,0.95,96202.32
5,Summer,haircare,73.18,49,1846,Non-binary,489,11,284,4,24.08,351,5,32.02,Fail,0.141,Road,Route B,157.45,Kolkata,1.1,148599.31
3,Summer,skincare,37.56,79,771,Female,153,13,155,10,22.29,881,31,30.17,Pass,0.169,Road,Route C,132.0,Delhi,1.1,31854.64
5,Summer,skincare,102.07,58,200,Female,385,8,289,6,22.22,456,23,111.74,Pass,0.226,Road,Route A,56.85,Chennai,1.1,22455.4
2,Winter,haircare,44.98,39,606,Male,199,19,115,14,20.38,626,39,58.21,Pass,0.151,Rail,Route B,169.9,Chennai,0.9,24532.09
11,Festive,skincare,125.59,45,278,Female,184,9,167,4,16.94,472,30,75.4,Pass,0.011,Rail,Route C,103.78,Delhi,1.3,45388.23
4,Summer,haircare,107.01,68,383,Non-binary,231,6,102,6,4.18,241,19,84.09,Pending,0.142,Rail,Route C,202.76,Bangalore,1.1,45083.31
10,Festive,haircare,134.97,88,454,Female,25,4,255,4,17.57,452,10,92.4,Pending,0.051,Air,Route B,170.99,Kolkata,1.3,79659.29
2,Winter,skincare,124.18,61,1420,Female,92,9,158,12,19.43,1077,35,61.32,Pending,0.116,Sea,Route C,238.56,Kolkata,0.9,158702.04
2,Winter,skincare,43.45,25,1658,Female,432,15,138,6,5.88,56,38,68.81,Pass,0.142,Air,Route C,67.61,Bangalore,0.9,64836.09
12,Festive,haircare,75.73,72,587,Non-binary,376,18,31,14,16.55,1486,21,93.07,Pending,0.165,Rail,Route A,150.95,Mumbai,1.3,57789.56
8,Rainy,haircare,122.95,53,1105,Male,472,4,65,11,13.54,673,7,85.8,Pass,0.018,Road,Route B,237.85,Chennai,0.95,129066.76
1,Winter,haircare,80.08,88,378,Male,454,19,47,7,13.39,892,24,81.76,Fail,0.212,Sea,Route B,141.71,Chennai,0.9,27243.22
7,Rainy,skincare,146.68,29,643,Male,96,16,28,12,7.39,654,6,58.79,Pass,0.236,Air,Route C,106.93,Chennai,0.95,89599.48
5,Summer,haircare,118.29,47,749,Male,302,6,203,13,19.27,1326,13,116.57,Pending,0.175,Rail,Route A,216.77,Chennai,1.1,97459.13
11,Festive,haircare,31.86,22,1716,Female,234,12,102,10,23.35,825,27,38.45,Pass,0.151,Air,Route A,53.09,Kolkata,1.3,71073.29
8,Rainy,haircare,135.6,96,1030,Male,184,15,224,3,20.33,1374,37,31.66,Fail,0.155,Air,Route B,178.92,Mumbai,0.95,132684.6
1,Winter,haircare,42.1,67,454,Female,193,15,184,4,11.12,506,35,48.59,Fail,0.174,Sea,Route C,95.08,Delhi,0.9,17202.06
11,Festive,skincare,46.86,85,1442,Female,117,15,265,7,24.65,310,23,45.16,Pending,0.22,Rail,Route A,71.67,Kolkata,1.3,87843.76
7,Rainy,skincare,118.14,54,294,Male,44,16,263,3,11.01,624,8,116.09,Fail,0.038,Rail,Route B,237.04,Kolkata,0.95,32996.5
5,Summer,haircare,133.8,71,903,Non-binary,440,14,54,9,8.16,1403,38,20.84,Pending,0.009,Road,Route A,196.0,Kolkata,1.1,132903.54
4,Summer,skincare,94.36,81,192,Male,170,8,224,11,24.3,1244,19,108.01,Pending,0.018,Sea,Route A,223.97,Bangalore,1.1,19928.83
7,Rainy,skincare,64.69,71,532,Male,239,2,229,8,20.38,649,33,60.64,Pass,0.07,Road,Route C,151.74,Delhi,0.95,32694.33
10,Festive,skincare,72.16,66,657,Female,173,15,37,2,19.75,1218,10,76.75,Pass,0.101,Sea,Route A,92.7,Hyderabad,1.3,61631.86
2,Winter,haircare,71.15,73,1150,Female,95,8,270,6,4.7,288,11,89.35,Pending,0.116,Sea,Route B,160.95,Bangalore,0.9,73640.25
12,Festive,skincare,69.2,47,1538,Male,395,11,217,6,7.22,892,31,24.49,Pending,0.056,Air,Route B,243.5,Mumbai,1.3,138358.48
1,Winter,skincare,59.15,42,261,Male,455,16,290,2,3.41,595,29,71.75,Fail,0.019,Road,Route C,77.42,Bangalore,0.9,13894.34
1,Winter,haircare,103.06,54,1967,Non-binary,250,8,138,7,20.09,905,5,23.96,Fail,0.062,Rail,Route C,228.33,Chennai,0.9,182447.12
11,Festive,haircare,138.05,51,200,Non-binary,22,5,177,3,9.12,298,13,29.83,Fail,0.193,Rail,Route C,132.67,Delhi,1.3,35893.0
12,Festive,skincare,66.85,21,798,Non-binary,92,4,240,4,5.91,457,26,82.74,Pending,0.152,Air,Route C,130.96,Hyderabad,1.3,69350.19
1,Winter,skincare,52.4,35,1596,Female,130,12,176,6,7.0,1203,26,47.49,Pass,0.185,Road,Route A,139.86,Kolkata,0.9,75267.36
12,Festive,haircare,130.63,35,1829,Non-binary,354,10,104,13,17.1,953,6,34.22,Fail,0.132,Sea,Route C,218.56,Delhi,1.3,310598.95
5,Summer,haircare,119.01,70,257,Female,91,4,85,7,12.53,848,10,24.95,Fail,0.064,Rail,Route A,160.9,Delhi,1.1,33644.13
10,Festive,haircare,141.7,86,591,Female,431,19,256,12,23.71,1184,33,100.41,Fail,0.241,Road,Route A,197.08,Hyderabad,1.3,108868.11
7,Rainy,haircare,49.86,73,1018,Male,274,10,180,3,11.05,349,5,83.32,Pending,0.212,Sea,Route C,164.64,Delhi,0.95,48219.61
2,Winter,skincare,47.31,39,1132,Non-binary,237,19,229,5,21.35,980,21,23.21,Fail,0.228,Sea,Route C,62.36,Bangalore,0.9,48199.43
10,Festive,haircare,94.97,52,1335,Male,227,19,289,4,15.02,817,36,83.36,Pass,0.054,Air,Route C,180.59,Mumbai,1.3,164820.44
8,Rainy,skincare,103.73,27,1562,Male,268,11,263,2,18.52,53,8,30.32,Fail,0.174,Sea,Route C,96.98,Delhi,0.95,153924.95
4,Summer,skincare,87.62,43,923,Female,309,13,142,5,6.71,765,9,52.74,Pending,0.137,Air,Route A,57.56,Delhi,1.1,88960.59
12,Festive,skincare,101.88,72,778,Non-binary,359,2,245,7,19.48,1192,27,85.99,Pass,0.054,Sea,Route B,75.7,Kolkata,1.3,103041.43
3,Summer,haircare,51.65,83,1978,Male,84,14,174,11,4.88,1432,21,48.48,Pass,0.204,Sea,Route A,172.31,Kolkata,1.1,112380.07
10,Festive,haircare,87.55,77,885,Female,491,18,280,8,18.2,129,38,95.83,Pass,0.001,Sea,Route B,205.61,Delhi,1.3,100726.28
11,Festive,skincare,108.97,56,1933,Male,304,16,203,7,13.24,71,28,71.86,Pass,0.043,Rail,Route B,108.91,Chennai,1.3,273830.71
8,Rainy,skincare,81.92,31,1091,Non-binary,23,4,285,13,8.03,258,38,44.93,Pending,0.042,Air,Route B,131.21,Bangalore,0.95,84905.98
2,Winter,skincare,111.53,23,210,Female,215,1,167,2,13.57,1034,39,75.65,Pending,0.145,Road,Route C,125.92,Chennai,0.9,21079.17
11,Festive,skincare,84.14,50,940,Non-binary,138,3,53,6,21.82,235,10,23.41,Fail,0.128,Road,Route B,140.02,Kolkata,1.3,102819.08
11,Festive,skincare,70.03,98,302,Male,209,12,196,6,6.4,1360,7,63.89,Pass,0.232,Road,Route B,139.53,Delhi,1.3,27493.78
3,Summer,haircare,66.43,57,1883,Female,185,3,141,7,6.73,1315,20,52.55,Pending,0.207,Rail,Route B,40.75,Kolkata,1.1,137596.46
12,Festive,haircare,79.31,56,1188,Male,470,18,168,6,14.75,374,33,61.85,Pass,0.083,Road,Route B,217.94,Delhi,1.3,122486.36
3,Summer,haircare,32.77,94,1838,Male,251,4,256,10,16.76,783,14,81.13,Pass,0.132,Rail,Route B,119.35,Bangalore,1.1,66254.39
10,Festive,skincare,110.22,33,1284,Non-binary,149,17,85,7,12.24,231,33,62.38,Pass,0.078,Road,Route A,187.24,Mumbai,1.3,183979.22
11,Festive,skincare,131.41,94,513,Female,496,12,17,12,8.86,807,35,75.44,Pass,0.05,Air,Route A,54.68,Chennai,1.3,87637.33
1,Winter,haircare,72.56,92,1768,Male,388,8,87,10,4.48,303,7,31.14,Pending,0.153,Rail,Route B,229.6,Chennai,0.9,115457.47
6,Rainy,haircare,35.52,43,789,Non-binary,111,17,116,5,4.1,1292,26,50.98,Pending,0.206,Rail,Route C,212.97,Chennai,0.95,26624.02
2,Winter,skincare,148.41,29,1828,Non-binary,351,14,49,4,3.9,479,5,62.27,Fail,0.007,Rail,Route C,178.92,Bangalore,0.9,244164.13
1,Winter,haircare,61.64,57,365,Female,144,11,114,14,22.83,447,35,25.37,Pass,0.012,Rail,Route B,44.94,Kolkata,0.9,20248.74
2,Winter,haircare,45.19,62,671,Male,319,8,162,7,5.89,1055,9,114.85,Fail,0.009,Sea,Route A,220.03,Mumbai,0.9,27290.24
12,Festive,haircare,74.37,56,304,Female,226,1,67,2,9.49,1026,31,110.6,Pending,0.175,Road,Route B,192.18,Bangalore,1.3,29391.02
6,Rainy,skincare,118.63,61,1790,Female,133,17,96,11,24.69,181,24,53.33,Pass,0.087,Sea,Route C,238.81,Kolkata,0.95,201730.31
4,Summer,skincare,65.27,51,683,Male,380,18,183,6,23.4,539,5,82.73,Fail,0.177,Air,Route C,213.9,Bangalore,1.1,49037.35
6,Rainy,haircare,98.96,33,1279,Female,370,10,163,3,3.94,1269,27,67.36,Pending,0.056,Rail,Route C,239.98,Hyderabad,0.95,120241.35
12,Festive,skincare,79.87,23,272,Female,392,9,16,7,15.13,628,8,76.26,Pending,0.003,Air,Route C,136.18,Chennai,1.3,28242.03
9,Rainy,haircare,44.13,43,407,Female,120,2,65,4,16.94,1336,34,32.16,Fail,0.166,Sea,Route B,214.43,Kolkata,0.95,17062.86
10,Festive,haircare,69.63,29,549,Non-binary,51,3,77,14,4.19,933,8,74.26,Fail,0.049,Sea,Route A,151.88,Bangalore,1.3,49694.93
12,Festive,skincare,116.98,35,161,Male,489,1,155,10,19.02,344,11,45.36,Fail,0.139,Air,Route A,242.62,Chennai,1.3,24483.91
10,Festive,skincare,103.44,58,1496,Female,150,1,287,3,24.73,341,32,81.1,Fail,0.108,Sea,Route B,47.11,Bangalore,1.3,201170.11
8,Rainy,skincare,44.37,37,1583,Non-binary,36,18,269,2,12.45,1124,35,96.75,Pending,0.223,Sea,Route C,98.03,Hyderabad,0.95,66725.82
1,Winter,haircare,49.6,44,574,Non-binary,496,8,166,8,12.89,1365,21,110.2,Pass,0.009,Sea,Route B,50.29,Bangalore,0.9,25623.36
8,Rainy,haircare,106.89,26,1504,Female,267,18,225,6,17.51,160,18,23.36,Pass,0.112,Rail,Route C,139.21,Delhi,0.95,152724.43
9,Rainy,haircare,127.61,75,1840,Male,394,1,177,2,19.2,1067,23,72.37,Fail,0.209,Rail,Route B,201.41,Mumbai,0.95,223062.28
6,Rainy,skincare,71.94,66,1695,Non-binary,415,17,178,6,20.37,549,11,60.81,Pass,0.17,Rail,Route A,165.12,Delhi,0.95,115841.38
10,Festive,haircare,101.44,22,185,Female,83,10,82,5,4.71,1361,27,42.48,Pending,0.22,Air,Route B,204.53,Kolkata,1.3,24396.32
5,Summer,haircare,50.48,20,1266,Male,466,9,280,2,20.62,797,6,46.4,Fail,0.248,Rail,Route B,149.44,Bangalore,1.1,70298.45
6,Rainy,haircare,67.37,52,1986,Male,97,10,86,9,22.01,1279,16,102.34,Fail,0.139,Sea,Route B,51.29,Chennai,0.95,127106.98
6,Rainy,haircare,32.43,90,1130,Female,219,1,66,5,3.99,469,15,93.75,Pass,0.086,Air,Route B,217.54,Chennai,0.95,34813.61
9,Rainy,skincare,122.19,93,394,Non-binary,60,16,108,11,3.86,1431,33,110.32,Pending,0.02,Sea,Route C,148.86,Hyderabad,0.95,45735.72
4,Summer,skincare,78.12,78,1814,Male,277,7,172,8,15.12,177,39,98.49,Pass,0.157,Rail,Route C,191.48,Hyderabad,1.1,155880.65
2,Winter,skincare,127.94,91,838,Male,200,3,284,7,13.93,1376,32,25.68,Pass,0.194,Road,Route C,101.83,Chennai,0.9,96492.35
11,Festive,haircare,115.0,51,1642,Male,309,17,286,10,24.56,365,36,31.16,Fail,0.125,Air,Route C,249.36,Delhi,1.3,245479.0
11,Festive,haircare,129.45,36,1775,Male,144,9,35,2,9.48,561,11,87.92,Pass,0.051,Sea,Route A,121.94,Kolkata,1.3,298705.88
9,Rainy,haircare,64.28,97,625,Non-binary,363,15,65,11,15.98,439,21,85.86,Pending,0.226,Sea,Route B,228.46,Mumbai,0.95,38166.25
2,Winter,skincare,52.21,36,133,Non-binary,131,8,40,10,14.15,984,6,109.23,Pass,0.224,Sea,Route A,77.38,Bangalore,0.9,6249.54
10,Festive,skincare,146.63,40,851,Female,487,4,39,9,14.79,165,26,72.68,Fail,0.096,Sea,Route B,183.29,Kolkata,1.3,162216.77
9,Rainy,skincare,116.08,74,1452,Female,254,19,33,14,17.51,1263,32,77.59,Fail,0.164,Rail,Route B,141.47,Kolkata,0.95,160120.75
2,Winter,skincare,130.09,25,1955,Non-binary,221,2,105,13,14.83,1436,6,72.24,Fail,0.192,Rail,Route C,245.53,Mumbai,0.9,228893.36
12,Festive,skincare,31.58,68,1732,Female,59,2,167,12,3.15,554,32,87.93,Pending,0.025,Road,Route C,181.73,Delhi,1.3,71105.53
8,Rainy,haircare,72.54,45,879,Male,218,13,130,6,21.56,1250,24,59.52,Pass,0.211,Road,Route B,85.27,Hyderabad,0.95,60574.53
9,Rainy,skincare,119.14,51,737,Non-binary,468,19,163,4,7.43,1085,15,81.37,Pass,0.183,Rail,Route C,114.49,Kolkata,0.95,83415.87
12,Festive,skincare,39.36,91,1157,Male,330,1,91,11,8.09,633,25,69.08,Pass,0.13,Rail,Route B,149.08,Delhi,1.3,59201.38
10,Festive,skincare,98.08,63,894,Non-binary,145,15,286,3,17.26,420,22,114.59,Pass,0.23,Air,Route B,222.94,Kolkata,1.3,113988.58
9,Rainy,haircare,81.49,78,505,Non-binary,93,2,135,10,13.51,1271,35,61.93,Pending,0.196,Air,Route A,146.37,Delhi,0.95,39094.83
10,Festive,skincare,32.11,48,1141,Female,198,16,293,14,15.64,822,7,32.8,Fail,0.123,Road,Route C,56.96,Bangalore,1.3,47628.76
9,Rainy,skincare,58.32,36,1553,Non-binary,24,14,133,4,13.94,158,23,102.25,Pass,0.219,Road,Route C,69.63,Chennai,0.95,86042.41
2,Winter,skincare,64.18,37,527,Female,331,6,90,5,12.19,1160,11,70.41,Pass,0.219,Air,Route B,135.79,Mumbai,0.9,30440.57
4,Summer,haircare,43.42,59,1013,Non-binary,137,11,288,7,13.63,138,34,36.06,Pass,0.155,Rail,Route A,67.8,Kolkata,1.1,48382.91
7,Rainy,haircare,105.78,82,392,Male,251,14,190,6,6.1,1374,15,112.77,Pending,0.222,Sea,Route A,127.59,Delhi,0.95,39392.47
12,Festive,skincare,59.09,94,679,Male,168,4,171,7,24.32,758,15,32.2,Pass,0.183,Rail,Route A,104.12,Hyderabad,1.3,52158.74
2,Winter,skincare,63.31,64,1872,Male,333,17,21,3,15.64,431,21,26.83,Fail,0.024,Sea,Route B,45.54,Hyderabad,0.9,106664.69
1,Winter,skincare,137.79,95,1203,Male,220,16,139,6,9.31,163,36,46.75,Pending,0.219,Air,Route B,244.85,Kolkata,0.9,149185.23
3,Summer,skincare,86.05,98,1209,Male,368,6,290,5,18.68,340,8,85.49,Pass,0.188,Rail,Route C,198.53,Kolkata,1.1,114437.9
12,Festive,haircare,77.06,22,1695,Male,50,8,134,14,22.36,1322,10,31.19,Fail,0.083,Air,Route C,166.95,Delhi,1.3,169801.71
4,Summer,skincare,116.86,22,147,Non-binary,256,13,181,2,9.52,1201,34,116.76,Pending,0.036,Road,Route A,101.48,Delhi,1.1,18896.26
8,Rainy,haircare,139.15,57,1814,Female,449,4,143,5,10.14,1219,17,73.51,Fail,0.019,Air,Route C,73.26,Hyderabad,0.95,239797.2
6,Rainy,skincare,33.0,92,1991,Non-binary,174,16,48,12,12.65,1254,5,77.37,Pass,0.241,Sea,Route C,123.61,Hyderabad,0.95,62417.85
11,Festive,haircare,83.79,59,183,Male,217,17,187,3,7.78,151,15,115.04,Fail,0.148,Rail,Route A,42.58,Hyderabad,1.3,19933.64
2,Winter,haircare,103.29,87,706,Male,126,4,289,8,20.82,722,20,66.77,Pass,0.016,Road,Route A,154.31,Bangalore,0.9,65630.47
9,Rainy,skincare,68.23,73,407,Non-binary,178,16,14,8,15.85,821,29,89.61,Pass,0.006,Rail,Route A,40.72,Bangalore,0.95,26381.13
2,Winter,haircare,122.69,39,351,Female,188,2,63,6,4.25,773,6,23.61,Pending,0.027,Road,Route C,101.89,Hyderabad,0.9,38757.77
12,Festive,skincare,146.58,34,1604,Female,320,13,275,13,24.93,1480,31,23.69,Pass,0.171,Air,Route C,75.23,Bangalore,1.3,305648.62
5,Summer,haircare,143.21,24,1968,Female,439,3,91,2,15.65,355,24,94.3,Pending,0.052,Road,Route B,225.87,Mumbai,1.1,310021.01
12,Festive,haircare,61.92,58,279,Female,277,10,230,2,22.58,1010,34,113.74,Pass,0.129,Air,Route A,221.04,Delhi,1.3,22458.38
4,Summer,skincare,57.16,59,1719,Male,81,18,250,12,14.04,1368,21,92.32,Pass,0.208,Road,Route A,203.47,Bangalore,1.1,108083.84
7,Rainy,skincare,144.9,26,1433,Male,168,3,103,8,15.81,988,29,35.45,Fail,0.192,Sea,Route A,192.26,Hyderabad,0.95,197259.62
8,Rainy,haircare,85.04,91,525,Female,181,1,78,11,13.0,81,20,102.75,Pending,0.1,Rail,Route C,205.04,Hyderabad,0.95,42413.7
5,Summer,haircare,55.0,52,1609,Non-binary,105,11,15,2,12.3,289,25,79.18,Pending,0.211,Rail,Route C,63.25,Chennai,1.1,97344.5
10,Festive,skincare,114.84,56,1785,Non-binary,32,5,215,3,7.8,164,22,26.54,Fail,0.077,Sea,Route A,196.27,Delhi,1.3,266486.22
5,Summer,skincare,64.13,51,138,Male,294,3,25,5,24.17,909,14,58.65,Fail,0.062,Air,Route C,218.25,Kolkata,1.1,9734.93
2,Winter,skincare,62.07,62,1402,Non-binary,436,11,69,6,7.0,1161,10,97.45,Pass,0.188,Road,Route A,93.65,Kolkata,0.9,78319.93
8,Rainy,haircare,135.51,82,915,Male,143,1,151,12,14.58,574,21,40.63,Fail,0.124,Air,Route A,165.3,Mumbai,0.95,117792.07
2,Winter,skincare,49.5,55,724,Male,377,15,298,2,4.92,1426,16,102.33,Fail,0.237,Air,Route C,157.21,Chennai,0.9,32254.2
10,Festive,skincare,37.73,68,475,Female,123,7,215,14,24.85,61,37,77.46,Fail,0.068,Sea,Route B,90.9,Chennai,1.3,23298.28
12,Festive,haircare,62.3,44,1762,Female,68,2,49,2,15.22,1490,34,65.07,Pass,0.132,Sea,Route A,48.28,Kolkata,1.3,142704.38
6,Rainy,skincare,102.83,85,140,Female,22,15,18,4,20.92,686,27,20.23,Pending,0.051,Sea,Route C,229.33,Kolkata,0.95,13676.39
8,Rainy,skincare,44.77,28,1793,Female,441,18,100,2,15.38,1215,7,45.96,Pass,0.02,Air,Route A,159.6,Chennai,0.95,76258.98
6,Rainy,skincare,86.59,37,1841,Female,269,4,204,4,20.71,1086,13,101.88,Pass,0.047,Sea,Route C,135.41,Kolkata,0.95,151441.58
4,Summer,skincare,105.28,41,146,Female,272,1,211,6,14.76,110,7,30.68,Fail,0.015,Road,Route B,221.56,Bangalore,1.1,16907.97
4,Summer,haircare,131.85,34,1607,Non-binary,230,9,57,13,12.79,368,13,70.89,Pass,0.05,Air,Route B,191.02,Kolkata,1.1,233071.24
6,Rainy,skincare,57.58,26,284,Female,90,9,275,4,13.03,1420,23,23.1,Fail,0.006,Road,Route A,76.64,Mumbai,0.95,15535.08
4,Summer,skincare,128.08,32,171,Female,290,6,254,13,3.05,1305,26,45.95,Pass,0.034,Sea,Route C,144.42,Hyderabad,1.1,24091.85
8,Rainy,skincare,58.19,55,668,Male,57,14,271,11,11.15,234,18,36.52,Fail,0.108,Rail,Route B,174.59,Kolkata,0.95,36927.37
9,Rainy,skincare,111.21,35,1874,Male,172,9,40,9,23.94,1440,35,61.69,Fail,0.07,Air,Route B,188.64,Bangalore,0.95,197987.16
1,Winter,skincare,81.68,60,673,Female,336,2,271,6,17.86,1345,38,79.55,Pending,0.082,Air,Route B,167.65,Mumbai,0.9,49473.58
4,Summer,skincare,43.76,40,441,Male,489,9,43,12,23.23,88,27,63.88,Pending,0.043,Road,Route B,140.74,Bangalore,1.1,21227.98
4,Summer,haircare,115.71,47,668,Non-binary,234,13,254,6,7.41,833,37,102.08,Pending,0.233,Road,Route B,41.13,Hyderabad,1.1,85023.71
2,Winter,haircare,56.13,93,1063,Non-binary,453,12,277,7,13.81,528,32,36.99,Pass,0.224,Air,Route B,113.58,Delhi,0.9,53699.57
6,Rainy,haircare,51.19,36,1366,Non-binary,29,10,220,13,3.76,267,25,81.94,Pass,0.083,Sea,Route B,164.45,Hyderabad,0.95,66429.26
3,Summer,skincare,73.0,84,427,Non-binary,119,5,144,5,17.9,72,30,105.9,Pending,0.229,Road,Route A,136.13,Mumbai,1.1,34288.1
7,Rainy,skincare,108.39,32,1759,Female,376,12,73,6,20.25,681,14,80.04,Pending,0.11,Road,Route B,43.43,Hyderabad,0.95,181125.11
11,Festive,skincare,58.08,55,252,Non-binary,453,1,256,14,19.45,1451,27,64.98,Fail,0.074,Rail,Route A,45.33,Kolkata,1.3,19027.01
11,Festive,haircare,52.04,77,1378,Non-binary,398,4,286,7,4.91,425,7,93.67,Pending,0.247,Road,Route C,238.69,Kolkata,1.3,93224.46
5,Summer,skincare,31.19,39,828,Non-binary,317,13,87,13,8.45,1185,14,29.21,Fail,0.107,Air,Route C,88.39,Chennai,1.1,28407.85
4,Summer,haircare,86.6,71,1547,Non-binary,253,18,173,7,17.43,1003,5,116.55,Fail,0.021,Sea,Route C,199.0,Bangalore,1.1,147367.22
5,Summer,skincare,81.44,25,331,Male,218,2,86,6,19.7,1386,32,53.84,Pass,0.146,Sea,Route A,169.13,Mumbai,1.1,29652.3
8,Rainy,skincare,58.06,42,1652,Non-binary,455,11,186,13,9.03,215,17,40.05,Pass,0.045,Road,Route A,191.5,Mumbai,0.95,91119.36
3,Summer,haircare,36.44,61,1715,Non-binary,193,4,106,11,11.94,1020,18,115.9,Pass,0.154,Rail,Route A,45.84,Chennai,1.1,68744.06
7,Rainy,haircare,81.51,43,1619,Male,236,18,148,13,10.73,959,5,20.51,Pass,0.012,Sea,Route C,76.4,Delhi,0.95,125366.46
6,Rainy,haircare,124.58,24,275,Male,59,7,252,7,3.1,257,6,98.78,Pass,0.028,Road,Route A,172.36,Chennai,0.95,32546.52
12,Festive,haircare,115.83,51,650,Female,205,9,260,10,15.68,1121,10,61.94,Pass,0.078,Rail,Route B,58.83,Bangalore,1.3,97876.35
1,Winter,haircare,133.3,65,242,Male,299,2,289,9,17.72,602,22,101.09,Pass,0.154,Road,Route B,200.62,Bangalore,0.9,29032.74
7,Rainy,haircare,31.15,36,116,Male,88,4,287,5,9.08,1252,22,105.91,Fail,0.162,Air,Route B,246.1,Mumbai,0.95,3432.73
7,Rainy,skincare,145.97,94,348,Male,268,14,180,3,18.13,86,26,51.5,Pending,0.162,Road,Route A,147.14,Hyderabad,0.95,48257.68
12,Festive,haircare,70.97,46,1158,Non-binary,104,17,188,5,8.34,1222,16,108.93,Pass,0.128,Air,Route B,120.0,Delhi,1.3,106838.24
1,Winter,skincare,148.85,87,900,Female,187,1,186,14,18.74,441,15,118.99,Pending,0.083,Sea,Route C,52.97,Hyderabad,0.9,120568.5
9,Rainy,skincare,60.31,42,1099,Female,423,3,287,7,13.06,255,13,114.9,Pending,0.218,Rail,Route A,82.95,Mumbai,0.95,62966.66
6,Rainy,skincare,86.58,53,1098,Non-binary,48,1,27,11,22.18,186,32,72.84,Pass,0.113,Road,Route B,248.06,Kolkata,0.95,90311.6
12,Festive,skincare,72.47,40,245,Female,56,13,118,8,14.98,445,23,40.01,Fail,0.196,Road,Route A,88.41,Bangalore,1.3,23081.7
2,Winter,skincare,72.69,41,1025,Non-binary,39,14,41,12,7.06,838,24,100.76,Pending,0.118,Sea,Route C,58.71,Delhi,0.9,67056.53
5,Summer,haircare,131.07,84,826,Male,165,12,65,5,21.08,1247,8,114.16,Pass,0.214,Road,Route B,233.11,Chennai,1.1,119090.2
11,Festive,haircare,119.57,51,264,Non-binary,279,11,237,14,20.11,1299,31,116.15,Fail,0.007,Rail,Route A,168.84,Delhi,1.3,41036.42
4,Summer,haircare,149.06,81,1234,Non-binary,158,18,83,12,4.85,1327,5,107.23,Pass,0.067,Sea,Route B,58.07,Kolkata,1.1,202334.04
7,Rainy,skincare,103.62,47,746,Male,274,2,18,12,4.06,167,31,41.48,Pass,0.195,Air,Route C,150.1,Chennai,0.95,73435.49
8,Rainy,haircare,85.59,26,1197,Male,467,3,98,4,6.0,885,32,84.56,Pending,0.173,Road,Route B,174.62,Hyderabad,0.95,97328.67
11,Festive,skincare,40.81,73,767,Female,105,4,141,2,21.6,202,39,112.26,Pass,0.227,Road,Route B,144.61,Hyderabad,1.3,40691.65
11,Festive,skincare,149.59,89,1850,Non-binary,71,9,247,14,10.05,1497,5,68.72,Pass,0.148,Rail,Route A,183.53,Mumbai,1.3,359763.95
1,Winter,skincare,96.18,33,453,Male,318,11,259,8,14.1,1233,7,101.65,Fail,0.239,Rail,Route C,96.92,Kolkata,0.9,39212.59
5,Summer,skincare,114.06,74,1397,Female,161,9,51,2,16.27,1135,8,30.46,Pending,0.229,Sea,Route C,46.1,Mumbai,1.1,175276.0
3,Summer,haircare,78.81,77,1042,Non-binary,141,17,240,14,19.36,78,31,97.17,Pending,0.232,Sea,Route B,241.44,Mumbai,1.1,90332.02
1,Winter,haircare,95.73,63,1402,Male,448,15,179,9,21.26,1031,27,26.48,Pass,0.154,Air,Route C,178.32,Bangalore,0.9,120792.11
